ip_hash,group,map_pref,map_pref_explain,first_map,bivariate_highVax_highCase_duration,bivariate_highVax_highCase_state,bivariate_highVax_highCase_difficulty,bivariate_highVax_highCase_difficulty_explain,univariate_highVax_highCase_duration,univariate_highVax_highCase_state,univariate_highVax_highCase_difficulty,univariate_highVax_highCase_difficulty_explain,bivariate_highVax_lowCase_duration,bivariate_highVax_lowCase_state,bivariate_highVax_lowCase_difficulty,bivariate_highVax_lowCase_difficulty_explain,univariate_highVax_highCase_GRADE,bivariate_lowVax_highCase_duration,bivariate_lowVax_highCase_state,bivariate_lowVax_highCase_difficulty,bivariate_lowVax_highCase_difficulty_explain,univariate_highVax_lowCase_duration,univariate_highVax_lowCase_state,univariate_highVax_lowCase_difficulty,univariate_highVax_lowCase_difficulty_explain,bivariate_lowVax_lowCase_duration,bivariate_lowVax_lowCase_state,bivariate_lowVax_lowCase_difficulty,bivariate_lowVax_lowCase_difficulty_explain,univariate_highVax_lowCase_GRADE,univariate_lowVax_highCase_duration,univariate_lowVax_highCase_state,univariate_lowVax_highCase_difficulty,univariate_lowVax_highCase_difficulty_explain,univariate_lowVax_highCase_GRADE,univariate_lowVax_lowCase_duration,univariate_lowVax_lowCase_state,univariate_lowVax_lowCase_difficulty,univariate_lowVax_lowCase_difficulty_explain,univariate_lowVax_lowCase_GRADE,bivariate_highVax_highCase_GRADE,bivariate_highVax_lowCase_GRADE,bivariate_lowVax_highCase_GRADE,bivariate_lowVax_lowCase_GRADE
9f83e2b5dc2d40dade0565f4506522b3b16979b43573c3ff12aecfc4d43340cf,a,univariate,its separated,univariate,,,,,,,,,,,,,,7.618,Nebraska,3.0,it was kinda hard,,,,,,,,,,,,,,,6.359,Nebraska,1.0,it was easy,1.0,,,,
a01801ae98c54f880de23cbbf4b51f76f0463379cb6ed8c115b117d768acadf8,a,bivariate,Easier to see side mby side,univariate,,,,,,,,,,,,,,4.05,Maine,3.0,More colors,,,,,,,,,,,,,,,4.86,Connecticut,3.0,No state names,0.0,,,,
ac5aa05d3f1632cef9110dbd71ae36a37dbc196f9beaf931ea95c3897ec8f69f,a,univariate,i just think it is better,univariate,,,,,,,,,,,,,,9.738,Wyoming,2.0,it seemed like the best answer,,,,,,,,,,,,,,,10.306,Georgia,1.0,it seemed like the best areas,0.0,,,,
ad4427c6f239825dd27c1a155bdd241c164e801175d69832de81e82bef03c7bd,a,univariate,easier to find whatyou are looking for,univariate,,,,,,,,,,,,,,4.216,Wyoming,1.0,it was easy,,,,,,,,,,,,,,,20.294,Nebraska,3.0,it was okay,1.0,,,,
bb48135647d237d50b8fb547bcb340635a47a49569456ad3fec9b31543374006,a,bivariate,easy,univariate,,,,,,,,,,,,,,7.411,Missouri,1.0,easy,,,,,,,,,,,,,,,8.977,Georgia,1.0,easy,0.0,,,,
c0ecbc3e2b28017935d6216ba7c7590b8d56145b2f71a37ddf3c2b52c51d35c7,a,univariate,Easier to see when 2 colors don't interfere with each other,univariate,,,,,,,,,,,,,,22.12,Wyoming,4.0,"Low contrast, small picture, very hard to see",,,,,,,,,,,,,,,26.07,Nebraska,2.0,"Low contrast, very hard to see.",1.0,,,,
c0f0e9c99b0d1827274dc0a0fa836afd84d45d0408758ca40c7c36d0f1bb55a2,a,univariate,no specific reason,univariate,,,,,,,,,,,,,,3.363,Wyoming,1.0,the state had outline around it,,,,,,,,,,,,,,,2.935,Nebraska,1.0,just had to click on the state with no marks,1.0,,,,
c1708e8fb21c4e5a82b7bcf288a646e7c55cdae83a2f23b2c6fc9c1a35c5e6a0,a,bivariate,Easier to focus,univariate,,,,,,,,,,,,,,4.311,Massachusetts,1.0,Easy response,,,,,,,,,,,,,,,5.515,Georgia,1.0,Easy response,0.0,,,,
d1913c15afaa3cf69b6bd75701e130b855f0c21306d07e0cf986ad8e82a250f1,a,univariate,clarity is better with 2 maps,univariate,,,,,,,,,,,,,,3.736,Nebraska,1.0,because it mtched the criteria,,,,,,,,,,,,,,,8.104,Nebraska,1.0,empty space,1.0,,,,
d78620bc5db5019049b7f436db20c3dd676ea789b7ac3466c6e71b1323eaf4b5,a,bivariate,na...,univariate,,,,,,,,,,,,,,3.019,Tennessee,2.0,9,,,,,,,,,,,,,,,2.212,Nebraska,2.0,9,1.0,,,,
db96562b5bea3365d1fdbc9c4b9dede11ceafb0de99dbd4b7443c4b9b7538f29,a,univariate,Because it's easier to use 2 separate maps for each category.,univariate,,,,,,,,,,,,,,31.307,Nebraska,3.0,Because there was a medium level of difficulty.,,,,,,,,,,,,,,,27.386,Nebraska,3.0,It was slightly harder to identify which state had both.,1.0,,,,
e1cf533596e5beee5801b8703ead8bf4813c6f62d4757057f537765e84c6dc9f,a,univariate,It's easier to see the color graduations.,univariate,,,,,,,,,,,,,,30.908,Nevada,3.0,It's a little harder to interpret the color scheme.,,,,,,,,,,,,,,,2.43,Nebraska,2.0,Colors stood out,1.0,,,,
e4abaa6794344792906f142bb7454262252e1559beb6eae8f46850c87be6cb0d,a,univariate,more clear and concise,univariate,,,,,,,,,,,,,,8.325,Utah,3.0,not extremely easy,,,,,,,,,,,,,,,9.156,Nebraska,3.0,not compeltely clear,1.0,,,,
21205c612000ecb335d6c925d3e0cda1e512efce1220c69a8eb262d058909863,b,univariate,I like that it is easier to compare both by separating them.,univariate,7.299,Washington,1.0,I'm not sure that I chose the right one.,,,,,,,,,,,,,,,,,,,,,,,22.202,Nevada,3.0,It was sort of easy because you just checked which areas had the most light colors,,,,,,,1.0,,,
21acdad3250a9052ac82e582fadadefdf39869cb9dac027cebab9350a935c594,b,bivariate,its smoother,univariate,1.121,Wyoming,3.0,its easy,,,,,,,,,,,,,,,,,,,,,,,5.048,Nebraska,3.0,its cool,,,,,,,0.0,,,
312d8d54d9f0485ad22a087cfb21e3f416b0a109f7e84a5a182e64f13b157bc2,b,univariate,Two maps makes it a bit easier to find everything.,univariate,5.637,Arizona,3.0,"I was a little too quick on that one, I'm not sure about it. Sometimes I mess up when something needs to be done fast as possible.",,,,,,,,,,,,,,,,,,,,,,,11.187,Wyoming,3.0,"It was pretty easy reading the graphs to see what each color meant, then finding it on the map was easy once I got used to it.",,,,,,,0.0,,,
393790d85c206499b1a204a9fd41f1ad21c03375a5a02a6a37164a65aaa6f782,b,bivariate,easier to visualize,univariate,16.095,Washington,3.0,a few choices there,,,,,,,,,,,,,,,,,,,,,,,6.902,Nebraska,4.0,I may have been wrong,,,,,,,1.0,,,
3ecce94ad62338f48b2fcc1c487133608c770332b15bcd4730047088dad1c8ad,b,univariate,Clearer,univariate,15.253,Wyoming,3.0,Not sure,,,,,,,,,,,,,,,,,,,,,,,20.72,Wyoming,5.0,Closed before my second click,,,,,,,0.0,,,
4795ba189ca6a2094415f8dce7f21c505a5c1921f98522c8ddd8e964c9b77a09,b,univariate,EASIER TO SEE,univariate,15.887,Arizona,1.0,NO COMMENT,,,,,,,,,,,,,,,,,,,,,,,4.352,Nevada,1.0,NO COMMENT,,,,,,,0.0,,,
4bd72b36afac60cf16fd7ce406fbf19eeaed086c77539b421b72760e16a2488e,b,univariate,I liked it,univariate,1.05,Kentucky,4.0,kinda hard,,,,,,,,,,,,,,,,,,,,,,,5.265,New Hampshire,3.0,not bad,,,,,,,0.0,,,
4d9dad0059036152e73bab3ea81851899a8d8cb6489f10300b6b9ecb3da728da,b,univariate,shows more,univariate,3.057,Wyoming,1.0,colors were stronger,,,,,,,,,,,,,,,,,,,,,,,4.288,Nebraska,3.0,did not seem to work,,,,,,,0.0,,,
4f03715bad5a37e6957b429f4b97da51af21a865a55cd333d19e0243f3c641f2,b,univariate,It has a easier quality.,univariate,13.663,Washington,1.0,It was very easy.,,,,,,,,,,,,,,,,,,,,,,,12.232,Virginia,2.0,It was very easy but a little bit of trouble understanding.,,,,,,,1.0,,,
5334e695a4d970a410e23730f0006e4a41b3915ea7075ae70265c9fbb956e4be,b,univariate,It was easier to read,univariate,42.861,Wyoming,2.0,It took a little time to get the answer,,,,,,,,,,,,,,,,,,,,,,,38.786,West Virginia,2.0,it took a while to see both maps,,,,,,,0.0,,,
5428387b2af90302dbc9f57e74169301fd9a0848a533876b64f53b0df1b4afc3,b,univariate,no opinion,univariate,6.322,New York,3.0,no opinion,,,,,,,,,,,,,,,,,,,,,,,8.906,New Mexico,3.0,no opinion,,,,,,,0.0,,,
56114b7c275b9cfb8cfc29765addbb1d31afd26c41493309f8f3edccf8bc6ea4,b,univariate,It’s easier to read,univariate,58.534,Florida,2.0,2,,,,,,,,,,,,,,,,,,,,,,,14.45,Georgia,1.0,1 - not difficult at all,,,,,,,1.0,,,
566d0ab9a2f2c5a2d674806914166c5369abb5b7a5ee5fb65863eb7db0787eeb,b,bivariate,It is easier to analyze date on one picture,univariate,23.5,Tennessee,3.0,Not sure if answer is correct,,,,,,,,,,,,,,,,,,,,,,,20.494,Wyoming,3.0,Was not as easy to match both maps,,,,,,,0.0,,,
5c88f9ecc65bcfae540eb8c31c2183f43069dad216e10b3eb7a2cecfb6d89f08,b,bivariate,"When there are 2 or more questions, you can answer quicker.",univariate,11.278,Kentucky,1.0,Easy to answer,,,,,,,,,,,,,,,,,,,,,,,7.341,Nebraska,1.0,Easy to answer,,,,,,,0.0,,,
5d89e293b0d860a3c04266a3d8aafb21aafc8be5ae86a64877b2198de79df856,b,bivariate,easy to see the states with darker colors,univariate,39.871,Utah,2.0,was pretty easy to find it,,,,,,,,,,,,,,,,,,,,,,,33.732,Georgia,1.0,was easy to find,,,,,,,0.0,,,
6658ab30a35390a0d38cc82f530156391521b6b724a438ab55627e4b91056bfd,b,bivariate,It's easier to only focus on one,univariate,5.518,Washington,2.0,I chose the corresponding color,,,,,,,,,,,,,,,,,,,,,,,18.24,South Dakota,3.0,it was in the middle,,,,,,,1.0,,,
66d00bdad854e80ea5f0b28839477515a1b9e6cb281cbfa87f0f0086b42cd40b,b,bivariate,ONE IS EASER THAT TWO BUT BOTH ARE GOOD,univariate,10.74,Tennessee,1.0,ITS THERE IN RED,,,,,,,,,,,,,,,,,,,,,,,13.919,Nebraska,2.0,ITS WHAT IT WAS,,,,,,,0.0,,,
7516618e9f0d3dc5cf4ac5bed1415b4c13ff5e050af6ca02f915d2277d596a6d,b,univariate,"easier to see 
",univariate,7.88,Wyoming,4.0,"unsure 
",,,,,,,,,,,,,,,,,,,,,,,11.595,New Mexico,3.0,"not sure 
",,,,,,,0.0,,,
76d1e4b797cd71c16cc103164cef11bb22d3d9ed8b5bda96bb67da2816677ed7,b,univariate,Data was parsed.,univariate,18.167,Wyoming,2.0,The map was only somewhat clear.,,,,,,,,,,,,,,,,,,,,,,,16.047,Tennessee,1.0,"the instructions were clear. 
",,,,,,,0.0,,,
7c2144c508f5fa8df6d1303fc801350251a1538dc32c33789b8c0957a2f2e1f2,b,bivariate,better,univariate,4.248,Tennessee,5.0,better,,,,,,,,,,,,,,,,,,,,,,,23.186,Nebraska,1.0,better,,,,,,,0.0,,,
7e2f34ce92cb15463e818637e9e97860de3fb793599f6dd10e71bd42fe0c0ee5,b,univariate,seemed to be the easiest to discern,univariate,24.075,Washington,2.0,Seemed like the obvious thing to do,,,,,,,,,,,,,,,,,,,,,,,5.853,Nebraska,1.0,Clicked according to the scale on the map,,,,,,,1.0,,,
8559582a10e91ac24ad92b74d891f6fe9b8bc818b1f7b9cf69fa92ad5b4c513c,b,bivariate,it was easier to cross reference,univariate,10.84,Washington,1.0,it had a coordinated grid,,,,,,,,,,,,,,,,,,,,,,,35.894,Florida,3.0,counties are shown very small on the map,,,,,,,1.0,,,
85a109fa3dbb14efd8a80cd43acd3517138d616051a1ed887cad672603c9b618,b,univariate,No real preference. i like the one map but the two are easier to find out based on one criteria.,univariate,6.433,Washington,3.0,Had to determine what color had high and high.,,,,,,,,,,,,,,,,,,,,,,,10.851,California,2.0,Somewhat difficult because you need to compare the two maps,,,,,,,1.0,,,
927d4191408e6a1668b28328c568a45315e43e991375d0a5d15a0c67d83d1f14,b,univariate,Easier for me to read because maps I can't read too well,univariate,9.259,Wyoming,3.0,I think that's what I saw,,,,,,,,,,,,,,,,,,,,,,,10.003,Georgia,2.0,I'm not a sports person and a bad map reader,,,,,,,0.0,,,
9cc19a67ea172191f159a7157fa336025bff93e2b29591e3e7c5a21db14ed5ca,b,univariate,I like it,univariate,1.576,Nebraska,1.0,It's easy,,,,,,,,,,,,,,,,,,,,,,,3.647,Nebraska,1.0,It's easy,,,,,,,0.0,,,
c3ee409b1f493e57ee94b7668aa52f04eb6b985fae4cc5a793f420c008bcd9fb,b,bivariate,best have,univariate,2.426,Iowa,4.0,bben hasty,,,,,,,,,,,,,,,,,,,,,,,1.487,Nevada,3.0,time ok,,,,,,,0.0,,,
dbaa27dca2037d8ae53919579eca4955d985f6ebf5ceaf1d2a15fef11247e69a,b,bivariate,It's easier to read,univariate,9.141,Tennessee,1.0,it was a clear picture,,,,,,,,,,,,,,,,,,,,,,,4.566,Georgia,1.0,Because it was a clear picture of both maps,,,,,,,0.0,,,
e2c8dd7fa58d8d046c754aee2e4f04e2c1197d66cbc9abfa73d36c520b6d5359,b,bivariate,you can see it all at once instead of comparing the 2 pictures.,univariate,11.56,Kentucky,3.0,still a little hard to tell with the blend of colors,,,,,,,,,,,,,,,,,,,,,,,14.576,Florida,3.0,it was little hard to measure the depth of color for each that's similar.,,,,,,,0.0,,,
e333d5b5c1823376284a4967da9ff98f0b889d4c97f778fd63b6531e5c23e757,b,bivariate,one map,univariate,7.2,Nebraska,2.0,2,,,,,,,,,,,,,,,,,,,,,,,18.382,Wyoming,3.0,3,,,,,,,0.0,,,
e80397a6f94ce24fa7885a1bf4084e7f48e96112c42208e46a1457cbcac666b4,b,bivariate,simple,univariate,9.476,Kentucky,1.0,trhbhtrh r,,,,,,,,,,,,,,,,,,,,,,,12.72,Virginia,1.0,simple,,,,,,,0.0,,,
eeecccd58293964d4a0ce78e50896f275c7f764cb226ae4a93132a7b8999468d,b,bivariate,You only have to look at one map.,univariate,12.897,Oregon,3.0,The graph was a little harder to read.,,,,,,,,,,,,,,,,,,,,,,,10.966,Georgia,2.0,It was fairly easy to identify based on the scale given.,,,,,,,0.0,,,
f05e31f40a9158626b583c474b87ceb6bdf371687f519e08abce2d06a2380589,b,bivariate,"It was a little harder to read with the size, but easier than comparing the two.",univariate,5.222,Washington,4.0,"Again,. Map. Small.",,,,,,,,,,,,,,,,,,,,,,,12.656,Wyoming,4.0,It is harder to compare the maps when they are set up like this. Also they are still quite small.,,,,,,,1.0,,,
f1da490654cf1767f5311de395e9a9cb6de432eed13fb6f3bd00faec3bed4178,b,bivariate,easy to see it combined,univariate,13.836,Utah,1.0,easy to read chart,,,,,,,,,,,,,,,,,,,,,,,6.472,Nebraska,3.0,not easy but not difficult either,,,,,,,0.0,,,
f713bfd29db30b0f352520f82631bf7a9cf820a030b79eda7119375e9dd29e27,b,univariate,Easier to check,univariate,9.354,Washington,2.0,Fairly easy,,,,,,,,,,,,,,,,,,,,,,,17.107,Oklahoma,3.0,Clicked on section but nothing happened,,,,,,,1.0,,,
fc65ae44d637360854ead03cfcc87f609f180f7ef7dd9cfe7ede212455f8e105,b,univariate,Easier to find the answer for what was being asked,univariate,6.993,Oregon,1.0,They were easy to understand,,,,,,,,,,,,,,,,,,,,,,,5.287,Nevada,1.0,Easy to understand,,,,,,,0.0,,,
06c989ecceccdb1e602152cbb43f560e10ab1e5e5bcb0b8c7d4d795e5991a3bc,d,bivariate,It helps you compare better,univariate,4.689,Washington,2.0,"The colors were differentiated enough, but still took some time to acclimate to maps",10.319,New York,3.0,It took some time to compare the two maps and find highest rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
09261e9f04db0b3429af8628e947bbf1d534bbdab6b0691f388df90233e4ae42,d,univariate,It's a lot easier to understand the color concentration of the Map,univariate,18.686,Massachusetts,3.0,It seems to be a little difficult but if look closely you can see the colors,7.147,New York,4.0,Because the colors are all around,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
148909ad2fb71629e21f7a6470e9e267ddb8b055357162802b6540d6b72cc8c4,d,univariate,"With everything combined, it made the map busier (and at the size I viewed it).",univariate,2.057,Florida,5.0,It's hard to tell from the colors and the way they were integrated if I got everything right.,33.298,Florida,3.0,"The two separate graphics, matching and sizing the selections made it slightly difficult (along with the tone that was used). Different colors representing density would have made it easier.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
202fd7da0267d2d0d6f931757d7caa442f8e52703456b947b7b6ec4f20f4616f,d,bivariate,it seems more correct,univariate,31.877,Washington,2.0,it seems right,15.752,Arizona,2.0,it seems right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
24291fb7ccfb375ed883fa84c7ab359ae3b506c5689b592e596116edc4bc52c9,d,bivariate,It was easier to use the grid than to look at 2 maps,univariate,6.312,Utah,3.0,"There was a lot of color, but I was able to distinguish between them",17.11,Florida,5.0,It was difficult to find the dark green areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
25aadde0968eb8c167a5c22d52c5feaf315dd6a202f1373c432d7c4b262f0e56,d,bivariate,Its easier to correlate the information,univariate,5.595,Tennessee,1.0,It was very simple,11.436,Florida,3.0,Was mildly hard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2660229e53a645008c984def799190b4a6a61ed5e617d1cb66c5516c055cc494,d,univariate,easier to compare,univariate,14.352,Oregon,4.0,not make sense,9.849,Florida,2.0,not bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2ca20b6a759e47854f9dab5fdb6656e43f5018318ea3a0b9ea08db8c5bd2b6e5,d,univariate,easier to decipher,univariate,10.354,Kentucky,2.0,had to make a choice,17.587,Maine,1.0,because it wasn't difficult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
30b20fb1d2022821a88a739f6691066826e68bfb09bb07a90be9df1a5ae5b040,d,univariate,It is easier to tell what I am looking at.,univariate,13.71,Ohio,5.0,I couldn't understand the colors/map.,19.288,Florida,3.0,It was a little difficult to compare both and decide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
4292a9cfe0ca3514c70874cc52959f2fcdf85734d232bd3267b1b754fbe12908,d,univariate,More topic specific.,univariate,11.627,Wyoming,4.0,Sloppy graphics.,4.195,Maine,3.0,Sloppy map graphics.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
4c84228d2f8e05e095625262527c97c2315d02f852981b448f7c95ade74075c1,d,univariate,Association of colors with the question,univariate,12.098,Tennessee,1.0,I could easily see the color,21.672,Connecticut,1.0,I could easily see the state was completely covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
4fa9f99dfddbe4f731d1da579ee386003a5e9882f0ddf6cc61fbde279828c516,d,univariate,The two maps were easier to see,univariate,10.624,Wyoming,1.0,easy,13.448,Arizona,1.0,Very easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
5f35b07c80e28b3786430d6b411e902065a6f8894a7f16120000ce699f761513,d,bivariate,It was easier to assess the two criteria in a given state when they were presented side by side as in the map option I chose,univariate,26.016,Florida,5.0,Trying to find the concentration of participants/watchers involved two different criteria which were not correlated,29.808,Tennessee,4.0,There was not an exact correspondence of the two criteria and there was a spectrum of shades which made comparison difficult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
633645140ceeb7c0dfc40e73e118f73547f228955733382de973acb856ae8d33,d,bivariate,It was easier to view what I was looking for.,univariate,4.766,Wyoming,4.0,4,4.016,Pennsylvania,3.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
684882ad6bbd9e453120611dadd30ad2dd230f8fb95496afe3d8fcdbb01a4298,d,bivariate,i don't have to eyeball back and forth between the two,univariate,6.837,Kentucky,2.0,the darker makes it easier to find,24.981,Kentucky,3.0,it was easy to see the basketball but not so much the youth sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
7407bb69e498ce99e0a58c65845304839d270bb65cd9cf574e96f0e5d3aabea4,d,bivariate,it feels more complete,univariate,8.543,Washington,5.0,still simple,6.544,Arizona,5.0,it was very simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
7e4c8144889e36efc24912336dc22d001959f5733daa917fc6c4222da6dba940,d,univariate,It was a lot easier to read.,univariate,14.402,Oregon,1.0,Easy task.,6.928,New York,1.0,It was easy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
85d804074c281e489dbd47ca325dcb307078511b75177d5da5dc3fd097fd678d,d,univariate,MORE DEFINED,univariate,7.749,Florida,1.0,5 STARS,6.741,Maine,1.0,5 STARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
8b1768f599033ca3df5279ac80e25331bc35e5ea548588d6beb3c4196b158ef2,d,univariate,Easier to read,univariate,37.725,Kentucky,4.0,Population,11.756,New York,1.0,New York was mostly green and is very heavy in population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
8e8453f06c52cee0fce79eb62d2f2f6bd4e1a70ceb8a0b8e5e47e344d7958169,d,bivariate,better to see,univariate,12.412,New Mexico,2.0,it was thicker,17.141,Wyoming,2.0,i could see the darker to the lighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
931b403022da3283a63f131f641d532f4c05f42efbf2978a71f7fd9cd7ea3392,d,bivariate,no back & forth,univariate,9.569,Wyoming,3.0,inset difficult to decifer,34.508,Florida,4.0,it just was,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
9efb7269dd819afae52432d121f3886762c6bad310ef83f28d7531a1661b754e,d,univariate,it is easy to see,univariate,3.167,Wyoming,1.0,it is easy,5.229,Kentucky,1.0,it is easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
a161bf413da246925e0978cc848396715f32f17890c3169c192511f5e1802e23,d,bivariate,easier,univariate,2.37,Tennessee,4.0,easy,2.522,Tennessee,3.0,it was a little harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
ad8eb9ab2aa969a1e3c169b02b9f51f27c4685b6e5fe73c3c2e2f95eb37348ac,d,univariate,More clear,univariate,21.753,Kentucky,3.0,Too many colors and some states bigger then others,38.161,New York,1.0,The instructions were clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
b007081a46ada9e7cfe44ab0ca0ea5ebcf471a40cfa0c6cd52afece6adef3956,d,bivariate,easier to figure out,univariate,2.534,Wyoming,3.0,just red the map,19.111,Colorado,3.0,no certain answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
bb033f6fc9e571e4bf71c8371961b1182b4d15adcef368b3daeaf1f50b03bbd6,d,univariate,just easier,univariate,3.546,Wyoming,1.0,easy,3.266,Wyoming,1.0,easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
bb5102ea023f532d4385df72fac32727ba54e03f5c2404b9faa4bd6fa72abd54,d,univariate,was easier,univariate,29.664,Florida,3.0,hard to find,7.84,New York,2.0,was easy to find,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
cba99b8f43105f53f225a6b21d00ee10775217368634c028fa02dcfa191b9d3d,d,univariate,it was easy to see the colors,univariate,7.857,Wyoming,1.0,pretty easy to tell,4.704,Maine,1.0,it was pretty easy to see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
cce910b241614e886fb9a300104aa22b1b9cddd7c33afc7d50f5b40cc6e72ad3,d,univariate,it is much more easier to comprehend,univariate,2.566,Tennessee,3.0,it was a bit tricky,10.879,Tennessee,3.0,It was a little bit tricky to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
dadc2a478046970d916ce5aa4a852bd14128fb57ff404c34e60bf1803d7fe0e4,d,univariate,you can see them indivisually better,univariate,1.776,Wyoming,4.0,map was confusing,17.384,Florida,3.0,there was few answers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
e46c07d43d9a4bb844470205419955764b5ce8b3231660df0e0c4b492ca6a2c2,d,bivariate,like to look at one thing instead of two,univariate,2.556,Wyoming,1.0,it was highlighted,3.271,Wyoming,1.0,it was highlighted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
f0f1901c84c878f16d4ea3b9ea08c88c774bcdb3a3bc3d02590aac17d1c6af1f,d,univariate,better to see them separate,univariate,12.62,Wyoming,4.0,hard to see the difference,26.86,Florida,3.0,hard to find 2 spots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
f17552e24235cf28e735619426981092d35446d923741c1b4eda1cd1d72e656a,d,bivariate,it shows it all together,univariate,13.435,Tennessee,2.0,map shows it,14.296,Arizona,2.0,seems obvious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
f9319b085124f68435b45b3114e78c3e237e13677ee5e48011b0293f590d639e,d,univariate,It was easier to read/decipher.,univariate,7.142,Tennessee,5.0,The difference in the blocking and coloring.,7.369,Maine,5.0,The shading/coloring was confusing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
fc5c7d373bc239ad873e222219379e0f2b5f99e3da6f6f33128ef6388097e988,d,bivariate,Easier to see the overlap,univariate,18.473,Kentucky,2.0,It was fairly easy,63.634,Oregon,2.0,It was fairly easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
06fdacbaa7bb11b35b3c8dcee7d68bb2d1e5ebdd1b3493602883df1b5fbed619,h,univariate,2 options are better than 1,bivariate,5.131,Wyoming,1.0,1,8.009,Tennessee,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0b9b968c68760aba135cea1d45931e3c3d7c483112dfefe067768fc1d7661579,h,univariate,Easier to read and locate states and cities.,bivariate,50.167,Utah,5.0,The information detailed for the question was difficult to read and figure out the correct answer.,47.093,Wyoming,2.0,very easy to understand and the maps were readable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
0cb1f5a8eb1626d2092ca0f4d39c56ae6ebce168d3add9c86fdce53f12ceac7d,h,bivariate,One map makes it easier to read.,bivariate,11.705,Nevada,4.0,It was kind of confusing,34.09,Wyoming,4.0,Confusing..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
129a0d3c096261f8b89280f78451936b86b9aa0f8dfec9bab280fdd5e7bbac68,h,univariate,Easier to se color contrast,bivariate,26.052,Kansas,5.0,There was to much information to be able to easily locate. The color were to similar on map,16.571,Maine,1.0,Color contrast was easier to see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
17dd42c4428fc69f0b7f0cda3243440927a0146e62fee8162316e042356b6898,h,bivariate,It was easier to compare the to comparisons.,bivariate,2.44,Kentucky,4.0,"You had to read and understand the map legend and there was many similar states on the map. 
",35.752,Oregon,5.0,"It was hard to compare both maps 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2900d48b94f4a37c3fed1ca4f15b5e8296e7f39b8eb78987c46891dfd2b1bf1a,h,bivariate,it's easier to read from one map,bivariate,8.601,New York,3.0,The legend was confusing to read and was kind of hard to understand,14.397,Oklahoma,3.0,It was hard trying to find a state that had both of the charactersitics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
3019011a3ee70977a90af474e0507dac8117fd539d8a7f86b936b5598dd15a06,h,bivariate,easier,bivariate,11.541,New York,1.0,easy,11.243,Maine,1.0,easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
